ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPEMP1,,2015-08-31,,,,111.1,Index,Online job advertisements index,0
CPEMP1,,2015-09-30,,,,117.7,Index,Online job advertisements index,0
CPEMP1,,2015-10-31,,,,118,Index,Online job advertisements index,0
CPEMP1,,2015-11-30,,,,108.5,Index,Online job advertisements index,0
CPEMP1,,2015-12-31,,,,81.2,Index,Online job advertisements index,0
CPEMP1,,2016-01-31,,,,117.6,Index,Online job advertisements index,0
CPEMP1,,2016-02-29,,,,117,Index,Online job advertisements index,0
CPEMP1,,2016-03-31,,,,124.3,Index,Online job advertisements index,0
CPEMP1,,2016-04-30,,,,119.7,Index,Online job advertisements index,0
CPEMP1,,2016-05-31,,,,132.7,Index,Online job advertisements index,0
CPEMP1,,2016-06-30,,,,124.1,Index,Online job advertisements index,0
CPEMP1,,2016-07-31,,,,126,Index,Online job advertisements index,0
CPEMP1,,2016-08-31,,,,137.2,Index,Online job advertisements index,0
CPEMP1,,2016-09-30,,,,133.2,Index,Online job advertisements index,0
CPEMP1,,2016-10-31,,,,126.6,Index,Online job advertisements index,0
CPEMP1,,2016-11-30,,,,125.3,Index,Online job advertisements index,0
CPEMP1,,2016-12-31,,,,90.6,Index,Online job advertisements index,0
CPEMP1,,2017-01-31,,,,130.4,Index,Online job advertisements index,0
CPEMP1,,2017-02-28,,,,131.3,Index,Online job advertisements index,0
CPEMP1,,2017-03-31,,,,150.3,Index,Online job advertisements index,0
CPEMP1,,2017-04-30,,,,119.5,Index,Online job advertisements index,0
CPEMP1,,2017-05-31,,,,152.8,Index,Online job advertisements index,0
CPEMP1,,2017-06-30,,,,139.2,Index,Online job advertisements index,0
CPEMP1,,2017-07-31,,,,138.2,Index,Online job advertisements index,0
CPEMP1,,2017-08-31,,,,150.9,Index,Online job advertisements index,0
CPEMP1,,2017-09-30,,,,137.1,Index,Online job advertisements index,0
CPEMP1,,2017-10-31,,,,140.9,Index,Online job advertisements index,0
CPEMP1,,2017-11-30,,,,134.3,Index,Online job advertisements index,0
CPEMP1,,2017-12-31,,,,92.9,Index,Online job advertisements index,0
CPEMP1,,2018-01-31,,,,144.2,Index,Online job advertisements index,0
CPEMP1,,2018-02-28,,,,139.7,Index,Online job advertisements index,0
CPEMP1,,2018-03-31,,,,149.1,Index,Online job advertisements index,0
CPEMP1,,2018-04-30,,,,140.8,Index,Online job advertisements index,0
CPEMP1,,2018-05-31,,,,158.5,Index,Online job advertisements index,0
CPEMP1,,2018-06-30,,,,141.9,Index,Online job advertisements index,0
CPEMP1,,2018-07-31,,,,152.7,Index,Online job advertisements index,0
CPEMP1,,2018-08-31,,,,158.6,Index,Online job advertisements index,0
CPEMP1,,2018-09-30,,,,145,Index,Online job advertisements index,0
CPEMP1,,2018-10-31,,,,155.6,Index,Online job advertisements index,0
CPEMP1,,2018-11-30,,,,142.9,Index,Online job advertisements index,0
CPEMP1,,2018-12-31,,,,94.1,Index,Online job advertisements index,0
CPEMP1,,2019-01-31,,,,155.1,Index,Online job advertisements index,0
CPEMP1,,2019-02-28,,,,151.2,Index,Online job advertisements index,0
CPEMP1,,2019-03-31,,,,150.4,Index,Online job advertisements index,0
CPEMP1,,2019-04-30,,,,136.1,Index,Online job advertisements index,0
CPEMP1,,2019-05-31,,,,160,Index,Online job advertisements index,0
CPEMP1,,2019-06-30,,,,133.4,Index,Online job advertisements index,0
CPEMP1,,2019-07-31,,,,153.6,Index,Online job advertisements index,0
CPEMP1,,2019-08-31,,,,149,Index,Online job advertisements index,0
CPEMP1,,2019-09-30,,,,146.8,Index,Online job advertisements index,0
CPEMP1,,2019-10-31,,,,148.2,Index,Online job advertisements index,0
CPEMP1,,2019-11-30,,,,133.2,Index,Online job advertisements index,0
CPEMP1,,2019-12-31,,,,94.8,Index,Online job advertisements index,0
CPEMP1,,2020-01-31,,,,154.5,Index,Online job advertisements index,0
CPEMP1,,2020-02-29,,,,136.6,Index,Online job advertisements index,0
CPEMP1,,2020-03-31,,,,104.9,Index,Online job advertisements index,0
CPEMP1,,2020-04-30,,,,39,Index,Online job advertisements index,0
CPEMP1,,2020-05-31,,,,71.5,Index,Online job advertisements index,0
CPEMP1,,2020-06-30,,,,102.6,Index,Online job advertisements index,0
CPEMP1,,2020-07-31,,,,116.5,Index,Online job advertisements index,0
CPEMP1,,2020-08-31,,,,108.2,Index,Online job advertisements index,0
CPEMP1,,2020-09-30,,,,129.8,Index,Online job advertisements index,0
CPEMP1,,2020-10-31,,,,134.3,Index,Online job advertisements index,0
CPEMP1,,2020-11-30,,,,131.9,Index,Online job advertisements index,0
CPEMP1,,2020-12-31,,,,102.9,Index,Online job advertisements index,0
CPEMP1,,2021-01-31,,,,147.6,Index,Online job advertisements index,0
CPEMP1,,2021-02-28,,,,145,Index,Online job advertisements index,0
CPEMP1,,2021-03-31,,,,186.4,Index,Online job advertisements index,0
CPEMP1,,2021-04-30,,,,164.9,Index,Online job advertisements index,0
CPEMP1,,2021-05-31,,,,188.4,Index,Online job advertisements index,0
CPEMP1,,2021-06-30,,,,193.3,Index,Online job advertisements index,0
CPEMP1,,2021-07-31,,,,218.7,Index,Online job advertisements index,0
CPEMP1,,2021-08-31,,,,166.8,Index,Online job advertisements index,0
CPEMP1,,2021-09-30,,,,174.5,Index,Online job advertisements index,0
CPEMP1,,2021-10-31,,,,175.9,Index,Online job advertisements index,0
CPEMP1,,2021-11-30,,,,182.2,Index,Online job advertisements index,0
CPEMP1,,2021-12-31,,,,140.4,Index,Online job advertisements index,0
CPEMP1,,2022-01-31,,,,201.5,Index,Online job advertisements index,0
CPEMP1,,2022-02-28,,,,189.1,Index,Online job advertisements index,0
