ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPEMP11,,2004-06-30,All industries,Seasonally adjusted,,1675551,Number,Number of filled jobs,0
CPEMP11,,2004-06-30,Goods-producing industries,Actual,,339793,Number,Number of filled jobs,0
CPEMP11,,2004-06-30,Goods-producing industries,Seasonally adjusted,,341084,Number,Number of filled jobs,0
CPEMP11,,2004-06-30,Primary industries,Actual,,80589,Number,Number of filled jobs,0
CPEMP11,,2004-06-30,Primary industries,Seasonally adjusted,,89041,Number,Number of filled jobs,0
CPEMP11,,2004-06-30,Service industries,Actual,,1252025,Number,Number of filled jobs,0
CPEMP11,,2004-06-30,Service industries,Seasonally adjusted,,1245491,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,All industries,Actual,,1670124,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,All industries,Seasonally adjusted,,1680933,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,Goods-producing industries,Actual,,339778,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,Goods-producing industries,Seasonally adjusted,,343826,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,Primary industries,Actual,,81849,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,Primary industries,Seasonally adjusted,,89278,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,Service industries,Actual,,1248497,Number,Number of filled jobs,0
CPEMP11,,2004-07-31,Service industries,Seasonally adjusted,,1247879,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,All industries,Actual,,1669389,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,All industries,Seasonally adjusted,,1677306,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,Goods-producing industries,Actual,,338434,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,Goods-producing industries,Seasonally adjusted,,344528,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,Primary industries,Actual,,81968,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,Primary industries,Seasonally adjusted,,87368,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,Service industries,Actual,,1248987,Number,Number of filled jobs,0
CPEMP11,,2004-08-31,Service industries,Seasonally adjusted,,1245245,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,All industries,Actual,,1686050,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,All industries,Seasonally adjusted,,1689063,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,Goods-producing industries,Actual,,340024,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,Goods-producing industries,Seasonally adjusted,,346649,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,Primary industries,Actual,,83555,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,Primary industries,Seasonally adjusted,,88572,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,Service industries,Actual,,1262471,Number,Number of filled jobs,0
CPEMP11,,2004-09-30,Service industries,Seasonally adjusted,,1254046,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,All industries,Actual,,1689451,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,All industries,Seasonally adjusted,,1690138,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,Goods-producing industries,Actual,,340459,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,Goods-producing industries,Seasonally adjusted,,346162,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,Primary industries,Actual,,84839,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,Primary industries,Seasonally adjusted,,87696,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,Service industries,Actual,,1264153,Number,Number of filled jobs,0
CPEMP11,,2004-10-31,Service industries,Seasonally adjusted,,1256346,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,All industries,Actual,,1717538,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,All industries,Seasonally adjusted,,1700415,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,Goods-producing industries,Actual,,348027,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,Goods-producing industries,Seasonally adjusted,,348323,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,Primary industries,Actual,,93005,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,Primary industries,Seasonally adjusted,,89810,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,Service industries,Actual,,1276506,Number,Number of filled jobs,0
CPEMP11,,2004-11-30,Service industries,Seasonally adjusted,,1262349,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,All industries,Actual,,1729619,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,All industries,Seasonally adjusted,,1706087,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,Goods-producing industries,Actual,,355409,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,Goods-producing industries,Seasonally adjusted,,349898,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,Primary industries,Actual,,99630,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,Primary industries,Seasonally adjusted,,89609,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,Service industries,Actual,,1274580,Number,Number of filled jobs,0
CPEMP11,,2004-12-31,Service industries,Seasonally adjusted,,1266600,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,All industries,Actual,,1664695,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,All industries,Seasonally adjusted,,1696228,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,Goods-producing industries,Actual,,350918,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,Goods-producing industries,Seasonally adjusted,,348040,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,Primary industries,Actual,,96389,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,Primary industries,Seasonally adjusted,,87763,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,Service industries,Actual,,1217388,Number,Number of filled jobs,0
CPEMP11,,2005-01-31,Service industries,Seasonally adjusted,,1260297,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,All industries,Actual,,1720276,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,All industries,Seasonally adjusted,,1737182,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,Goods-producing industries,Actual,,358877,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,Goods-producing industries,Seasonally adjusted,,353600,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,Primary industries,Actual,,98565,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,Primary industries,Seasonally adjusted,,92128,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,Service industries,Actual,,1262834,Number,Number of filled jobs,0
CPEMP11,,2005-02-28,Service industries,Seasonally adjusted,,1290859,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,All industries,Actual,,1748183,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,All industries,Seasonally adjusted,,1734197,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,Goods-producing industries,Actual,,360700,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,Goods-producing industries,Seasonally adjusted,,355804,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,Primary industries,Actual,,97220,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,Primary industries,Seasonally adjusted,,91657,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,Service industries,Actual,,1290263,Number,Number of filled jobs,0
CPEMP11,,2005-03-31,Service industries,Seasonally adjusted,,1287088,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,All industries,Actual,,1732730,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,All industries,Seasonally adjusted,,1722730,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,Goods-producing industries,Actual,,357701,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,Goods-producing industries,Seasonally adjusted,,354389,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,Primary industries,Actual,,89764,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,Primary industries,Seasonally adjusted,,89962,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,Service industries,Actual,,1285265,Number,Number of filled jobs,0
CPEMP11,,2005-04-30,Service industries,Seasonally adjusted,,1278332,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,All industries,Actual,,1736823,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,All industries,Seasonally adjusted,,1726849,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,Goods-producing industries,Actual,,357932,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,Goods-producing industries,Seasonally adjusted,,355218,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,Primary industries,Actual,,85009,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,Primary industries,Seasonally adjusted,,89395,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,Service industries,Actual,,1293882,Number,Number of filled jobs,0
CPEMP11,,2005-05-31,Service industries,Seasonally adjusted,,1282195,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,All industries,Actual,,1730397,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,All industries,Seasonally adjusted,,1733958,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,Goods-producing industries,Actual,,355119,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,Goods-producing industries,Seasonally adjusted,,356596,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,Primary industries,Actual,,80452,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,Primary industries,Seasonally adjusted,,88841,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,Service industries,Actual,,1294826,Number,Number of filled jobs,0
CPEMP11,,2005-06-30,Service industries,Seasonally adjusted,,1288438,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,All industries,Actual,,1723957,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,All industries,Seasonally adjusted,,1734751,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,Goods-producing industries,Actual,,351073,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,Goods-producing industries,Seasonally adjusted,,355310,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,Primary industries,Actual,,82004,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,Primary industries,Seasonally adjusted,,89240,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,Service industries,Actual,,1290880,Number,Number of filled jobs,0
CPEMP11,,2005-07-31,Service industries,Seasonally adjusted,,1290145,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,All industries,Actual,,1727241,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,All industries,Seasonally adjusted,,1736400,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,Goods-producing industries,Actual,,348514,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,Goods-producing industries,Seasonally adjusted,,354950,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,Primary industries,Actual,,84011,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,Primary industries,Seasonally adjusted,,89387,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,Service industries,Actual,,1294716,Number,Number of filled jobs,0
CPEMP11,,2005-08-31,Service industries,Seasonally adjusted,,1291856,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,All industries,Actual,,1739712,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,All industries,Seasonally adjusted,,1741591,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,Goods-producing industries,Actual,,348011,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,Goods-producing industries,Seasonally adjusted,,354652,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,Primary industries,Actual,,84913,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,Primary industries,Seasonally adjusted,,89691,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,Service industries,Actual,,1306788,Number,Number of filled jobs,0
CPEMP11,,2005-09-30,Service industries,Seasonally adjusted,,1297463,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,All industries,Actual,,1738123,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,All industries,Seasonally adjusted,,1739533,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,Goods-producing industries,Actual,,349577,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,Goods-producing industries,Seasonally adjusted,,355299,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,Primary industries,Actual,,86182,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,Primary industries,Seasonally adjusted,,89153,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,Service industries,Actual,,1302364,Number,Number of filled jobs,0
CPEMP11,,2005-10-31,Service industries,Seasonally adjusted,,1295169,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,All industries,Actual,,1762030,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,All industries,Seasonally adjusted,,1743912,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,Goods-producing industries,Actual,,355608,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,Goods-producing industries,Seasonally adjusted,,355447,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,Primary industries,Actual,,92042,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,Primary industries,Seasonally adjusted,,88847,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,Service industries,Actual,,1314380,Number,Number of filled jobs,0
CPEMP11,,2005-11-30,Service industries,Seasonally adjusted,,1299734,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,All industries,Actual,,1771012,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,All industries,Seasonally adjusted,,1747361,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,Goods-producing industries,Actual,,360502,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,Goods-producing industries,Seasonally adjusted,,355005,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,Primary industries,Actual,,98292,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,Primary industries,Seasonally adjusted,,88618,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,Service industries,Actual,,1312218,Number,Number of filled jobs,0
CPEMP11,,2005-12-31,Service industries,Seasonally adjusted,,1303952,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,All industries,Actual,,1703175,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,All industries,Seasonally adjusted,,1734546,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,Goods-producing industries,Actual,,356551,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,Goods-producing industries,Seasonally adjusted,,353632,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,Primary industries,Actual,,95371,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,Primary industries,Seasonally adjusted,,86886,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,Service industries,Actual,,1251253,Number,Number of filled jobs,0
CPEMP11,,2006-01-31,Service industries,Seasonally adjusted,,1294107,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,All industries,Actual,,1724715,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,All industries,Seasonally adjusted,,1741453,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,Goods-producing industries,Actual,,359263,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,Goods-producing industries,Seasonally adjusted,,354077,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,Primary industries,Actual,,93511,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,Primary industries,Seasonally adjusted,,87185,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,Service industries,Actual,,1271941,Number,Number of filled jobs,0
CPEMP11,,2006-02-28,Service industries,Seasonally adjusted,,1299782,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,All industries,Actual,,1759739,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,All industries,Seasonally adjusted,,1746123,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,Goods-producing industries,Actual,,359673,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,Goods-producing industries,Seasonally adjusted,,354963,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,Primary industries,Actual,,92203,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,Primary industries,Seasonally adjusted,,87212,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,Service industries,Actual,,1307863,Number,Number of filled jobs,0
CPEMP11,,2006-03-31,Service industries,Seasonally adjusted,,1304707,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,All industries,Actual,,1760048,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,All industries,Seasonally adjusted,,1749675,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,Goods-producing industries,Actual,,357454,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,Goods-producing industries,Seasonally adjusted,,354237,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,Primary industries,Actual,,86906,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,Primary industries,Seasonally adjusted,,87165,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,Service industries,Actual,,1315688,Number,Number of filled jobs,0
CPEMP11,,2006-04-30,Service industries,Seasonally adjusted,,1308223,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,All industries,Actual,,1764603,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,All industries,Seasonally adjusted,,1754879,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,Goods-producing industries,Actual,,357884,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,Goods-producing industries,Seasonally adjusted,,355176,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,Primary industries,Actual,,83342,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,Primary industries,Seasonally adjusted,,87764,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,Service industries,Actual,,1323377,Number,Number of filled jobs,0
CPEMP11,,2006-05-31,Service industries,Seasonally adjusted,,1311769,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,All industries,Actual,,1754125,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,All industries,Seasonally adjusted,,1758071,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,Goods-producing industries,Actual,,353954,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,Goods-producing industries,Seasonally adjusted,,355451,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,Primary industries,Actual,,80525,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,Primary industries,Seasonally adjusted,,88839,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,Service industries,Actual,,1319646,Number,Number of filled jobs,0
CPEMP11,,2006-06-30,Service industries,Seasonally adjusted,,1313656,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,All industries,Actual,,1748518,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,All industries,Seasonally adjusted,,1758935,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,Goods-producing industries,Actual,,351129,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,Goods-producing industries,Seasonally adjusted,,355432,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,Primary industries,Actual,,81846,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,Primary industries,Seasonally adjusted,,88913,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,Service industries,Actual,,1315543,Number,Number of filled jobs,0
CPEMP11,,2006-07-31,Service industries,Seasonally adjusted,,1314511,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,All industries,Actual,,1779472,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,All industries,Seasonally adjusted,,1789915,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,Goods-producing industries,Actual,,353773,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,Goods-producing industries,Seasonally adjusted,,360487,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,Primary industries,Actual,,87126,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,Primary industries,Seasonally adjusted,,92612,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,Service industries,Actual,,1338573,Number,Number of filled jobs,0
CPEMP11,,2006-08-31,Service industries,Seasonally adjusted,,1336604,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,All industries,Actual,,1780533,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,All industries,Seasonally adjusted,,1782382,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,Goods-producing industries,Actual,,352815,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,Goods-producing industries,Seasonally adjusted,,359537,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,Primary industries,Actual,,87683,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,Primary industries,Seasonally adjusted,,92453,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,Service industries,Actual,,1340035,Number,Number of filled jobs,0
CPEMP11,,2006-09-30,Service industries,Seasonally adjusted,,1330693,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,All industries,Actual,,1764079,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,All industries,Seasonally adjusted,,1765353,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,Goods-producing industries,Actual,,351875,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,Goods-producing industries,Seasonally adjusted,,357363,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,Primary industries,Actual,,86030,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,Primary industries,Seasonally adjusted,,88964,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,Service industries,Actual,,1326174,Number,Number of filled jobs,0
CPEMP11,,2006-10-31,Service industries,Seasonally adjusted,,1319095,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,All industries,Actual,,1790434,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,All industries,Seasonally adjusted,,1771753,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,Goods-producing industries,Actual,,359150,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,Goods-producing industries,Seasonally adjusted,,358659,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,Primary industries,Actual,,92081,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,Primary industries,Seasonally adjusted,,88903,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,Service industries,Actual,,1339203,Number,Number of filled jobs,0
CPEMP11,,2006-11-30,Service industries,Seasonally adjusted,,1324336,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,All industries,Actual,,1793717,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,All industries,Seasonally adjusted,,1770205,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,Goods-producing industries,Actual,,364247,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,Goods-producing industries,Seasonally adjusted,,358657,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,Primary industries,Actual,,97268,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,Primary industries,Seasonally adjusted,,87809,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,Service industries,Actual,,1332202,Number,Number of filled jobs,0
CPEMP11,,2006-12-31,Service industries,Seasonally adjusted,,1323903,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,All industries,Actual,,1745237,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,All industries,Seasonally adjusted,,1776925,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,Goods-producing industries,Actual,,362596,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,Goods-producing industries,Seasonally adjusted,,359632,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,Primary industries,Actual,,97111,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,Primary industries,Seasonally adjusted,,88627,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,Service industries,Actual,,1285530,Number,Number of filled jobs,0
CPEMP11,,2007-01-31,Service industries,Seasonally adjusted,,1328577,Number,Number of filled jobs,0
CPEMP11,,2007-02-28,All industries,Actual,,1764687,Number,Number of filled jobs,0
CPEMP11,,2007-02-28,All industries,Seasonally adjusted,,1780849,Number,Number of filled jobs,0
CPEMP11,,2007-02-28,Goods-producing industries,Actual,,364741,Number,Number of filled jobs,0
